comparison,ref,query,variable,value
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,query_mrnas,627
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,query_mrnas,617
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,query_mrnas,607
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,query_mrnas,617
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,query_mrnas,627
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,reference_mrnas,539
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,reference_mrnas,617
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,reference_mrnas,539
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,reference_mrnas,539
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,reference_mrnas,627
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,reference_mrnas,627
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,reference_mrnas,627
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,reference_mrnas,539
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,reference_mrnas,627
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,reference_mrnas,617
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,reference_mrnas,617
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,reference_mrnas,607
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,reference_mrnas,607
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,reference_mrnas,607
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,reference_mrnas,606
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,reference_mrnas,617
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,reference_mrnas,607
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,reference_mrnas,606
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,reference_mrnas,606
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,reference_mrnas,606
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Se,9.9
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Se,52.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Se,8.7
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Se,9.8
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Se,95.9
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Se,84.0
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Se,83.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Se,8.6
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Se,50.9
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Se,86.6
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Se,85.8
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Se,50.4
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Se,94.4
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Se,98.8
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Se,49.8
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Se,98.7
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Se,94.5
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Se,98.9
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Se,93.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Se,93.9
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Pr,50.9
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Pr,9.8
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Pr,50.4
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Pr,52.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Pr,98.7
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Pr,94.4
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Pr,93.9
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Pr,49.8
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Pr,9.9
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Pr,94.5
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Pr,93.8
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Pr,8.7
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Pr,84.0
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,base_level_Pr,98.9
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,base_level_Pr,8.6
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Pr,95.9
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Pr,86.6
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,base_level_Pr,98.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,base_level_Pr,85.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,base_level_Pr,83.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Se,57.4
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Se,45.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Se,56.6
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Se,58.5
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Se,97.9
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Se,91.4
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Se,90.9
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Se,55.2
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Se,44.3
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Se,92.0
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Se,90.7
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Se,43.3
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Se,90.7
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Se,97.2
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Se,42.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Se,98.2
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Se,90.9
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Se,97.7
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Se,90.1
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Se,90.7
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Pr,44.3
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Pr,58.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Pr,43.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Pr,45.2
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Pr,98.2
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Pr,90.7
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Pr,90.7
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Pr,42.4
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Pr,57.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Pr,90.9
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Pr,90.1
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Pr,56.6
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Pr,91.4
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,exon_level_Pr,97.7
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,exon_level_Pr,55.2
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Pr,97.9
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Pr,92.0
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,exon_level_Pr,97.2
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,exon_level_Pr,90.7
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,exon_level_Pr,90.9
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Se,62.5
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Se,48.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Se,62.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Se,64.0
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Se,98.1
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Se,94.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Se,93.4
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Se,59.7
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Se,47.1
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Se,95.1
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Se,92.8
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Se,46.2
